Headlines,Fecha,traduccion
¿Cuáles serán los siguientes pasos de BBVA?,2020-12-11,What will be the next steps of BBVA?
Los grandes fondos se posicionan en los bancos españoles para sacar partido a las fusiones,2020-12-10,The big funds are positioned in the Spanish banks to take advantage of the mergers
Barclays apuesta por la fusión BBVA-Sabadell tras la venta de TSB,2020-12-09,Barclays is committed to the BBVA-Sabadell merger after the sale of TSB
"CaixaBank, Telefónica, El Corte Inglés, Inditex y Mercadona, empresas favoritas para las pymes",2020-12-08,"CaixaBank, Telefónica, El Corte Inglés, Inditex and Mercadona, favorite companies for SMEs"
Citi apuesta por que Unicaja controlará hasta un 59% en la fusión con Liberbank,2020-12-07,Citi is betting that Unicaja will control up to 59% in the merger with Liberbank
Unicaja y Liberbank tendrán que hacer test de estrés por separado en 2021,2020-12-06,Unicaja and Liberbank will have to do a separate stress test in 2021
Plan de Sabadell: Alianzas en Europa y recorte de otros 2.000 empleos,2020-12-06,"Sabadell's plan: Alliances in Europe and cutting 2,000 more jobs"
Autonomous da un espaldarazo a Sabadell pese a las dudas sobre TSB,2020-12-04,Autonomous backs Sabadell despite doubts about TSB
Sabadell estudia ajustar otros 2.000 empleos y busca alianzas de distribución en Europa,2020-12-04,"Sabadell studies adjusting 2,000 other jobs and seeks distribution alliances in Europe"
El BCE no ha discutido planes de futuro con BBVA,2020-12-04,ECB has not discussed future plans with BBVA
Santander desafía a los analistas desde los niveles más altos desde marzo,2020-12-04,Santander challenges analysts from the highest levels since March
El BCE avisa a BBVA del riesgo de crecer en Turquía y México,2020-12-03,ECB warns BBVA of the risk of growing in Turkey and Mexico
Siete valores con precios objetivos al alza,2020-12-03,Seven values with upward target prices
El Ibex echa el alto a sus subidas y otras noticias a esta hora,2020-12-02,The Ibex stops its climbs and other news at this time
Sabadell elabora un plan de futuro en solitario tras la venta de TSB,2020-12-02,Sabadell draws up a plan for the future alone after the sale of TSB
Análisis Hódar: Así fue noviembre en Bolsa y así será diciembre,2020-12-01,Hodar Analysis: So was November on the Stock Exchange and so will December
La banca afronta el fin de año con potenciales a doble velocidad tras el 'rally',2020-12-01,The bank faces the end of the year with potentials at double speed after the 'Rally'
¿Habrá segunda oportunidad para la fusión BBVA-Sabadell?,2020-12-01,Will there be a second chance for the BBVA-Sabadell merger?
BCE: En España sólo hay hueco para cuatro grandes bancos,2020-12-01,ECB: In Spain there is only room for four large banks
Una veintena de valores del Ibex se dispara más del 25% en un mes de noviembre histórico,2020-12-01,About 20 values of the Ibex shoots more than 25% in a historic November
Así se usan los robots de software para automatizar procesos,2020-12-01,This is how software robots are used to automate processes
¿Qué piden los supervisores a Unicaja y Liberbank para su fusión?,2020-11-30,What do supervisors ask Unicaja and Liberbank for their merger?
Doble velocidad en Bolsa tras la fusión rota: Sabadell se agita y BBVA marca diferencias,2020-11-30,Double speed on the Stock Exchange after broken merger: Sabadell shakes and BBVA marks differences
Sabadell cae un 20% en 10 sesiones y pierde todo el 'efecto BBVA',2020-11-30,Sabadell drops 20% in 10 sessions and loses all of the ' BBVA effect'
"El Ibex recoge beneficios tras ganar un 25,2% en el mejor mes de su historia",2020-11-30,The Ibex collects profits after winning 25.2% in the best month of its history
"Calviño confía en que el fondo de recuperación se desbloquee ""antes de final de año""",2020-11-30,"Calviño trusts that the recovery fund will be unlocked ""before the end of the year"""
"Calviño, sobre BBVA-Sabadell: ""Las decisiones corresponden a los órganos gestores""",2020-11-30,"Calviño, on BBVA-Sabadell: ""The decisions correspond to the managing bodies"""
El Ibex activa la corrección al cierre de un mes récord y otras noticias a esta hora,2020-11-30,The Ibex activates correction at the close of a record month and other news at this time
BBVA o cómo crecer en España,2020-11-30,BBVA or how to grow in Spain
Estas son las operaciones corporativas de todas las empresas del Ibex en 2020,2020-11-29,These are the corporate operations of all Ibex companies in 2020
Criteria blinda su respaldo a la fusión de CaixaBank y Bankia,2020-11-29,Criteria shields your support to the merger of CaixaBank and Bankia
Qué valores pueden firmar hoy un mes histórico en Bolsa,2020-11-29,What values can be signed today a historic month on the Stock Exchange
"El mercado, atento a las cotizaciones de la banca",2020-11-29,"The market, attentive to the quotes of the banks"
¿Por qué se están impulsando las fusiones bancarias?,2020-11-29,Why are bank mergers being pushed forward?
¿Habrá rally bursátil de fin de año?,2020-11-29,Will there be a year-end stock market rally?
Ocho bancos de inversión se llevan las fusiones bancarias en España y dos quedan a la espera,2020-11-29,Eight investment banks take bank mergers in Spain and two are waiting
La banca española y los supervisores discrepan sobre la evolución de la morosidad,2020-11-28,Spanish banking and supervisors disagree on the evolution of late payment
BBVA busca oportunidades para su exceso de capital,2020-11-28,BBVA seeks opportunities for its excess capital
El futuro del Banco Sabadell: ¿En solitario o fusionado?,2020-11-28,The future of Sabadell Bank: Lonely or fused?
Ruptura BBVA-Sabadell: Así afecta a los accionistas,2020-11-28,Ruptura BBVA-Sabadell: This is how it affects shareholders
Alojarse en techo ajeno,2020-11-28,Staying on another's roof
Estos son los 15 fondos más rentables de los bancos que puede contratar,2020-11-28,These are the 15 most profitable banks funds you can hire
Así fue la ruptura entre BBVA y Sabadell,2020-11-27,That's how BBVA and Sabadell broke up.
Sabadell intenta ahora vender su filial británica TSB,2020-11-27,Sabadell is now trying to sell its British subsidiary TSB
anco Santander repite como única entidad española de importancia sistémica mundial en 2022,2020-11-27,Santander repeats as the only Spanish entity of world systemic importance in 2022
"El Ibex al filo del 8.200 tras sumar un 2,7% en su cuarta semana de ganancias",2020-11-27,"The Ibex at the edge of 8,200 after adding 2.7% in its fourth week of profits"
¿Será Santander el caballero blanco de Sabadell (vía TSB)?,2020-11-27,Is Santander the white knight of Sabadell (via TSB)?
Sabadell pierde un 10% en Bolsa y BBVA lidera el Ibex tras la ruptura,2020-11-27,Sabadell loses 10% on the Stock Exchange and BBVA leads the Ibex after the break
Sabadell planea vender TSB antes de final de año y salir de México,2020-11-27,Sabadell plans to sell TSB before the end of the year and leave Mexico
"Garamendi, sobre la ruptura de la fusión: ""Hay noviazgos que luego se retoman""",2020-11-27,"Garamendi, on the breakup of the merger: ""There are courtesies that then return"""
BBVA y Sabadell rompen las negociaciones para su fusión,2020-11-27,BBVA and Sabadell break negotiations for their merger
La ruptura de BBVA y Sabadell agita el mercado británico,2020-11-27,The breakdown of BBVA and Sabadell stirs the British market
BBVA y Sabadell rompen sus negociaciones de fusión y otras noticias a esta hora,2020-11-27,BBVA and Sabadell break their merger negotiations and other news at this time
BBVA y Sabadell se hacen más pequeños,2020-11-27,BBVA and Sabadell get smaller
Los grandes accionistas de BBVA se refuerzan en Bolsa,2020-11-27,BBVA’s big shareholders are strengthened on the Stock Exchange
Sabadell quería una fusión y BBVA le ofreció una opa,2020-11-27,Sabadell wanted a merger and BBVA offered him an opa
Sabadell dice que se centrará en España y analizará opciones para TSB,2020-11-27,Sabadell says it will focus on Spain and analyze options for TSB
Banco Sabadell decide para bien,2020-11-27,Bank Sabadell decides for good
Banco Sabadell mejora las condiciones del ajuste y abre la puerta a un acuerdo,2020-11-26,Sabadell Bank improves adjustment conditions and opens the door to an agreement
La CNMC pedirá a Bruselas analizar el impacto de la fusión BBVA-Sabadell,2020-11-26,The CNMC will ask Brussels to analyze the impact of the BBVA-Sabadell merger
"Así ha cambiado el Ibex con el último rally, qué valores ganan y pierden",2020-11-26,"So the Ibex has changed with the last rally, which values earn and lose"
El Ibex desbloquea su transición hacia los 8.000 puntos y otras noticias a esta hora,2020-11-24,"The Ibex unlocks its transition to 8,000 points and other news at this time"
"Torres, dispuesto a dar a Oliu una vicepresidencia en BBVA",2020-11-24,"Torres, ready to give Oliu a vice presidency in BBVA"
A favor de la independencia de Banco Sabadell,2020-11-24,In favor of the independence of Banco Sabadell
Las fusiones de terceros son una oportunidad para Santander España,2020-11-23,Mergers of third parties are an opportunity for Santander Spain
El Ibex cierra plano tras volver a chocar con los 8.000 puntos,2020-11-23,"The Ibex closes flat after hitting the 8,000 points again"
Sabadell y sindicatos retomarán el jueves la negociación sobre ajuste de personal,2020-11-23,Sabadell and unions will resume the negotiation on staff adjustment on Thursday
Sabadell ficha a Citi como asesor de la fusión,2020-11-23,Sabadell signs Citi as a merger consultant
"""En Sanitas estamos tranquilos con nuestros socios BBVA y Sabadell""",2020-11-22,"""In Sanitas we are calm with our partners BBVA and Sabadell"""
Guía para los accionistas de BBVA y Sabadell,2020-11-22,Guide for BBVA and Sabadell shareholders
Los consejos de BBVA y Banco Sabadell se reunirán a mediados de diciembre para analizar la fusión,2020-11-22,The Boards of BBVA and Banco Sabadell will meet in mid-December to analyze the merger
La banca española eleva las comisiones para fidelizar al cliente,2020-11-22,Spanish Banking Raises Commissions to Trust the Customer
La banca toma impulso en Bolsa y gana más de 24.800 millones de euros en el mes,2020-11-21,Bank takes momentum on the Stock Exchange and earns more than 24.8 billion euros in the month
"El Ibex, a por un noviembre récord",2020-11-21,"The Ibex, for a record November"
Análisis Hódar: El Ibex ya tomó tierra y ahora le toca despegar,2020-11-21,Hódar Analysis: The Ibex has already landed and now it's its turn to take off
"La ley antiopas británica inmoviliza a Iberdrola, Ferrovial y Santander",2020-11-21,"British antiop law immobilizes Iberdrola, Ferrovial and Santander"
BBVA: una historia de lucha por el poder,2020-11-21,BBVA: a history of struggle for power
"Cuáles son los planes de pensiones ""superventas"" en mitad de la campaña de final de año",2020-11-21,"What are the ""supersales"" pension plans in the middle of the year-end campaign?"
El Ibex enfila el final de la semana con leves avances y otras noticias a esta hora,2020-11-20,The Ibex lines up at the end of the week with slight advances and other news at this time
BBVA y Sabadell prevén un plazo de tres semanas para cerrar la fusión,2020-11-20,BBVA and Sabadell foresee a three-week deadline to close the merger
Así se posiciona la banca de inversión para la ola de venta de activos bancarios,2020-11-20,This is how investment banking is positioned for the wave of sale of bank assets
"Los Charts de Hódar: Acciona, Applus y BBVA",2020-11-20,"The Hódar Charts: Acciona, Applus and BBVA"
¿Quién agita en Bolsa el capital de Bankinter?,2020-11-20,Who stirs up Bankinter's capital on the stock market?
Sabadell ficha también a Citi como asesor en la fusión con BBVA,2020-11-19,Sabadell also lists Citi as an advisor in the merger with BBVA
Sabadell lidera las caídas en el Ibex mientras su mayor bajista se repliega,2020-11-19,Sabadell leads the falls in the Ibex as his biggest bass player retreats
"Onur Genç: ""La operación con Sabadell competirá con otras opciones""",2020-11-19,"Onur Genç: ""The operation with Sabadell will compete with other options"""
Sabadell mueve el 18% del capital en su histórico rally en Bolsa,2020-11-19,Sabadell moves 18% of the capital in its historic stock market rally
CaixaBank y BBVA: el 45% del sector asegurador en la diana,2020-11-19,CaixaBank and BBVA: 45% of the insurance sector in the target
"BBVA-Sabadell se hace fuerte financieramente en El Corte Inglés, Telefónica, Aena y los Matutes",2020-11-18,"BBVA-Sabadell becomes financially strong in El Corte Inglés, Telefónica, Aena and the Matutes"
El Ibex se queda a las puertas de los 8.000 puntos con los avances en la vacuna,2020-11-18,"The Ibex stays at the gates of the 8,000 points with advances in the vaccine"
"Genç:""BBVA no siente presión y hará la fusión con Sabadell si crea valor""",2020-11-18,"Genç:""BBVA feels no pressure and will merge with Sabadell if it creates value"""
El Ibex consolida niveles en los 7.900 puntos y otras noticias a esta hora,2020-11-18,"The Ibex consolidates levels at 7,900 points and other news at this time"
BBVA-Sabadell: prima de hasta el 30%,2020-11-18,BBVA-Sabadell: premium of up to 30%
La cúpula del banco fusionado dejaría fuera a Oliu y a Guardiola,2020-11-18,The dome of the merged bank would leave out Oliu and Guardiola
Sabadell romperá con Amundi su alianza en fondos de inversión,2020-11-18,Sabadell will break his alliance in investment funds with Amundi
Claves de la fusión entre BBVA y Sabadell,2020-11-18,Keys to the merger between BBVA and Sabadell
La gran banca gana 23.000 millones de euros en Bolsa en siete sesiones y vuelve al radar,2020-11-18,The big bank earns 23 billion euros on the Stock Exchange in seven sessions and returns to the radar
"BBVA y Sabadell, suma de fuerzas",2020-11-18,"BBVA and Sabadell, total strength"
"TSB, el verso suelto de BBVA-Sabadell",2020-11-18,"TSB, BBVA-Sabadell's loose verse"
Dos años después Carlos Torres da un golpe de mano,2020-11-18,Two years later Carlos Torres gives a handshake
¿Cuáles son los mayores accionistas en BBVA-Sabadell?,2020-11-18,What are the largest shareholders in BBVA-Sabadell?
El Ibex mantiene los 7.900 puntos tras una discreta toma de beneficios,2020-11-17,"The Ibex holds the 7,900 points after a discreet take-off"
Sabadell y los sindicatos suspenden temporalmente las negociaciones del ERE para reflexionar sobre la fusión,2020-11-17,Sabadell and the unions temporarily suspend ERE negotiations to reflect on the merger
"Guardiola: ""Las próximas semanas sabremos el resultado de la negociación entre BBVA y Sabadell",2020-11-17,"Guardiola: ""The next few weeks we will know the outcome of the negotiations between BBVA and Sabadell"
BBVA deja la antigua sede de Gas de Euskadi y traslada a 350 empleados,2020-11-17,BBVA leaves the former headquarters of Gas de Euskadi and transfers 350 employees
Santander estima en 6.300 millones la creación de valor de la fusión BBVA-Sabadell,2020-11-17,Santander estimates the value creation of the BBVA-Sabadell merger at 6.3 billion
Sabadell amplía su escalada en el Ibex y se desmarca del freno en el sector,2020-11-17,Sabadell expands its climb in the Ibex and unchecks the brake in the sector
Europa activa el freno y el Ibex mira a la banca al filo de los 8.000 y otras noticias a esta hora,2020-11-17,"Europe activates the brake and the Ibex looks at the bench at the edge of the 8,000 and other news at this time"
Los analistas premian a BBVA con mejoras de valoración de hasta el 62%,2020-11-17,Analysts reward BBVA with valuation improvements of up to 62%
BBVA logra el capital para comerse a Sabadell,2020-11-17,BBVA gets capital to eat Sabadell
Así sería el banco resultante de la fusión BBVA-Sabadell,2020-11-17,Such would be the bank resulting from the merger BBVA-Sabadell
El proyecto de BBVA pasa por aumentar su peso en España,2020-11-17,BBVA’s project goes by increasing its weight in Spain
Cómo afectará al sector bancario la nueva fusión,2020-11-17,How the new merger will affect the banking sector
"BBVA y Sabadell, al rebufo de CaixaBank",2020-11-17,"BBVA and Sabadell, to the rebufo of CaixaBank"
Seguros: quién gana y quién pierde con la fusión,2020-11-17,Insurance: who wins and who loses with the merger
Grupo Persona potencia el área de recolocaciones en pleno 'tsunami' en la banca,2020-11-17,Group Persona boosts the area of repositionings in full 'tsunami' in banking
BBVA: buen acuerdo con PNC,2020-11-17,BBVA: good agreement with PNC
Los bancos del Ibex se disparan ya un 40% de media en noviembre,2020-11-16,The banks of the Ibex are already firing 40% on average in November
BBVA y Sabadell negocian su fusión,2020-11-16,BBVA and Sabadell negotiate their merger
BBVA abre la puerta a la fusión con Sabadell tras vender su filial de EEUU,2020-11-16,BBVA opens the door to merger with Sabadell after selling its US subsidiary
BBVA tiene la llave para comprarse Sabadell,2020-11-16,BBVA has the key to buying Sabadell
El proyecto de BBVA,2020-11-16,The BBVA project
"Santander, BBVA, CaixaBank y Bankia, en la elite digital en Europa",2020-11-16,"Santander, BBVA, CaixaBank and Bankia, in the digital elite in Europe"
¿Qué valores españoles firman subidas semanales históricas?,2020-11-14,What Spanish values sign historical weekly hikes?
"Santander, BBVA, CaixaBank y Bankinter disparan su colchón de liquidez para combatir el Covid",2020-11-14,"Santander, BBVA, CaixaBank and Bankinter shoot their liquidity buffer to fight the Covid"
¿Qué valores españoles brillan en el rally europeo?,2020-11-13,What Spanish values shine in the European rally?
"El Ibex se toma un respiro y salda con un alza del 6,5% su mejor semana desde junio",2020-11-06,The Ibex takes a break and comes out with a 6.5% increase in its best week since June
Barclays mejora sus previsiones sobre el beneficio de Sabadell y BBVA este año y rebaja las de 2021,2020-11-06,Barclays improves its forecasts on the profits of Sabadell and BBVA this year and reduces those of 2021
Bizkaia aumentará su deuda viva un 50% en un año,2020-11-05,Bizkaia will increase its living debt by 50% in one year
Las Bolsas cierran con fuertes subidas y el Ibex se queda rezagado lastrado por la banca,2020-11-04,The bags close with strong climbs and the Ibex lags behind the bench
Las Bolsas suben más del 2% a la espera del nuevo presidente de EEUU,2020-11-03,Stock Exchanges rise more than 2% awaiting the new president of the United States
Iberdrola: 50.000 millones en compras en 20 años,2020-11-01,Iberdrola: 50 billion in purchases in 20 years
Los cinco grandes bancos han recortado más de 700 oficinas y 1.700 empleos en España este año,2020-11-01,"The five big banks have cut more than 700 offices and 1,700 jobs in Spain this year"
Bankia: una máquina de generar capital con el negocio en horas bajas,2020-10-31,Bankia: a machine to generate capital with the business in low hours
¿Es la prohibición del dividendo la causa de la caída de la banca en Bolsa?,2020-10-30,Is the dividend ban the cause of the collapse of the bank on the Stock Exchange?
"El Ibex pierde un 3,9% en octubre tras su peor semana en cuatro meses",2020-10-30,Ibex loses 3.9% in October after its worst week in four months
"BBVA, CaixaBank y Sabadell cierran este viernes la publicación de resultados de la gran banca",2020-10-30,"BBVA, CaixaBank and Sabadell close this Friday the publication of the results of the great bank"
Eroski: la banca vende a los fondos 800 millones en deuda,2020-10-28,Eroski: Banks sell 800 million in debt to the funds
Los bajistas estrechan el cerco a la banca en plena semana de resultados,2020-10-28,The bassists tighten the fence to the bench in full week of results
"Iberdrola, Santander, Ferrovial y Telefónica se preparan para proteger 78.000 millones de inversión en Reino Unido",2020-10-27,"Iberdrola, Santander, Ferrovial and Telefónica prepare to protect 78 billion investment in the United Kingdom"
El Ibex pierde los 6.800 puntos en una jornada de fuertes caídas en Europa,2020-10-26,"Ibex loses 6,800 points in a day of heavy falls in Europe"
Guía sobre los gastos hipotecarios tras la nueva sentencia,2020-10-25,Guide to mortgage expenses following the new judgment
¿Qué banco español es el más opable de Europa?,2020-10-25,Which Spanish bank is the most viable in Europe?
La AEB dará mañana sus condiciones sobre el futuro convenio colectivo de banca,2020-10-25,The AEB will give its terms on the future collective banking agreement tomorrow
CaixaBank-Bankia destronará a BBVA como segundo mayor prestamista a grandes empresas,2020-10-24,CaixaBank-Bankia will dethrone BBVA as the second largest lender to large companies
BBVA aplicará mecanismos antidilución en seis fondos de inversión,2020-10-23,BBVA will implement anti-dilution mechanisms in six investment funds
Bancos y supervisores siguen enfrentados por el reparto de dividendos,2020-10-22,Banks and supervisors still face dividends
Valores españoles que se la juegan con las elecciones de EEUU,2020-10-18,Spanish values that are at stake with the US elections
Banco Sabadell no tomará parte en una posible operación corporativa hasta bien entrado 2021,2020-10-18,Banco Sabadell will not take part in a possible corporate operation until well entered 2021
La banca presenta resultados con 68.500 millones de euros perdidos en Bolsa en lo que va de año,2020-10-18,"The bank presents results with 68,500 million euros lost on the Stock Exchange so far this year"
"¿Cuándo recuperarán sus beneficios pre-Covid Santander, BBVA y CaixaBank?",2020-10-16,"When will pre-Covid Santander, BBVA and CaixaBank recover their profits?"
Colonial inicia la cotización de su último bono de 500 millones para reducir el coste de su deuda,2020-10-16,Colonial starts listing its last 500 million bond to reduce the cost of its debt
La española Salto Systems adquiere una valoración de 800 millones con la compra de Gantner,2020-10-16,Spanish company Salto Systems acquires a valuation of 800 million with the purchase of Gantner
Planes de pensiones: hasta un 5% por traspaso y las mejores ofertas,2020-10-15,Pension plans: up to 5% per transfer and best offers
Los acreedores de Celsa elevan la presión sobre los Rubiralta,2020-10-13,Celsa's creditors raise pressure on the Rubiralta
El Banco de España avisa sobre los riesgos de Santander y BBVA en Latinoamérica por el Covid,2020-10-08,Banco de España warns about the risks of Santander and BBVA in Latin America by Covid
La lira turca y las fusiones añaden presión a la cotización de BBVA,2020-10-08,Turkish lira and mergers add pressure to BBVA’s listing
Credit Suisse ve dificultades para una fusión Sabadell-BBVA,2020-10-07,Credit Suisse sees difficulties for a Sabadell-BBVA merger
Zurich-Sabadell: Cuando las barbas de tu vecino veas...,2020-10-07,Zurich-Sabadell: When your neighbor's beards see...
El Ibex frena su ascenso y otras noticias a esta hora,2020-10-06,The Ibex slows his ascent and other news at this time
Los focos siguen puestos sobre Sabadell y BBVA,2020-10-06,The spotlights remain on Sabadell and BBVA
Evitar el divorcio tras la fusión,2020-10-06,Avoid divorce after merger
"South Summit 2020: España, país de emprendedores en serie",2020-10-05,"South Summit 2020: Spain, a country of serial entrepreneurs"
"Santander, Sabadell y CaixaBank, entre los bancos europeos con más margen para abaratar su capital",2020-10-05,"Santander, Sabadell and CaixaBank, among the European banks with the most margin to lower their capital"
El Gobierno anticipa nuevas fusiones bancarias tras la de CaixaBank y Bankia,2020-10-04,Government anticipates new bank mergers after CaixaBank and Bankia
Eroski suma los súper de Baleares a Caprabo en su plan de desinversión,2020-10-03,Eroski adds the Balearic supers to Caprabo in his divestment plan
El mercado de opas y fusiones resurge tras la pausa del Covid,2020-09-29,The Opas and Mergers Market Resurrects After the Covid Pause
¿Cuántas oficinas bancarias cree Citi que cerrarán con las fusiones?,2020-09-29,How many banking offices does Citi think will close with the mergers?
La banca de inversión descarta más ventas de activos como opción para Sabadell,2020-09-28,Investment banking discards more asset sales as an option for Sabadell
"La deuda con más riesgo de la banca española, líder de Europa por la fusión CaixaBank-Bankia",2020-09-26,"The most risky debt of Spanish banking, Europe’s leader in the CaixaBank-Bankia merger"
La banca planea volver a pagar dividendo con cargo a 2020,2020-09-24,Bank plans to repay dividend from 2020
Cómo ve el mercado las acciones de BBVA,2020-09-24,How the market sees BBVA shares
Eroski espera ofertas vinculantes para la venta de Caprabo,2020-09-23,Eroski awaits binding offers for the sale of Caprabo
Los 'hedge fund' ponen a las constructoras en el punto de mira,2020-09-23,The hedge fund puts the builders in the spotlight.
La Bolsa destruye dos tercios del valor de la banca desde 2017: ¿quién pierde más?,2020-09-23,The Stock Exchange destroys two thirds of the value of banking since 2017: who loses more?
La banca fulmina en tiempo récord el efecto alcista de la fusión Bankia-CaixaBank,2020-09-22,Bank fulmina in record time the upward effect of the Bankia-CaixaBank merger
Sabadell lidera el desplome de la banca con Norges Bank vendiendo,2020-09-21,Sabadell leads the bank crash with Norges Bank selling
El nuevo CaixaBank dominará Bizum,2020-09-21,The new CaixaBank will dominate Bizum
¿Cuánto se reduce el coste del riesgo en el nuevo CaixaBank?,2020-09-21,How much is the risk cost reduced in the new CaixaBank?
La fusión de CaixaBank y Bankia abre la puerta a más operaciones en el sector,2020-09-20,The merger of CaixaBank and Bankia opens the door to more operations in the sector
La nueva CaixaBank-Bankia destronará a BBVA en el ránking de liquidez,2020-09-19,The new CaixaBank-Bankia will dethrone BBVA in the liquidity ranking
"El 'hedge' Millennium se juega a la baja el 0,5% de BBVA",2020-09-15,The 'hedge' Millennium is played down 0.5% of BBVA
El Ibex supera los 7.000 puntos con el apoyo de Inditex y pendiente de la Fed,2020-09-15,"The Ibex exceeds 7,000 points with the support of Inditex and slope of the Fed"
"CaixaBank-Bankia, principal financiador de Aena, El Corte Inglés y Mercadona",2020-09-14,"CaixaBank-Bankia, principal financier of Aena, El Corte Inglés and Mercadona"
Banco Sabadell: de actor principal a secundario,2020-09-14,Sabadell Bank: from main actor to secondary actor
"Santander, BBVA y CaixaBank deben refinanciar 50.000 millones en deuda en pleno Covid",2020-09-12,"Santander, BBVA and CaixaBank must refinance 50 billion in debt in full Covid"
"El Ibex se desmarca de Europa y salda la semana con una caída del 0,67%",2020-09-11,The Ibex is demarcated from Europe and leaves the week with a fall of 0.67%
CaixaBank-Bankia será el líder español en capacidad de pagar dividendo y bonus,2020-09-11,CaixaBank-Bankia will be the Spanish leader in the ability to pay dividend and bonus
"El Ibex, sin rumbo claro a la espera del BCE y otras noticias a esta hora",2020-09-10,"The Ibex, with no clear direction waiting for the ECB and other news at this time"
Sabadell estudia sus opciones,2020-09-10,Sabadell studies his options
"Botín y Torres tendrán que buscar un socio, según Santander",2020-09-10,"Botín and Torres will have to find a partner, according to Santander"
"Sabadell, Société, ABN y Commerzbank están en la diana para ser comprados, según JPMorgan",2020-09-10,"Sabadell, Société, ABN and Commerzbank are on the target to be bought, according to JPMorgan"
La gran banca tiene un potencial de 37.000 millones para costear las fusiones,2020-09-10,Large banking has a potential of 37 billion to finance mergers
BBVA eleva la autocartera hasta el nivel más alto desde 2019,2020-09-10,BBVA raises the auto-car to the highest level since 2019
Qué pueden esperar los accionistas de Banco Sabadell,2020-09-08,What shareholders of Banco Sabadell can expect
¿Qué fondos tienen más voz y voto en los grandes bancos españoles?,2020-09-08,What funds have the most voice and vote in the large Spanish banks?
Cómo jugar a las fusiones de los bancos españoles en Bolsa,2020-09-08,How to Play Spanish Bank Mergers on the Stock Exchange
Cómo lograr una marca fuerte en banca tras una fusión,2020-09-07,How to achieve a strong brand in banking after a merger
"La fusión de CaixaBank y Bankia mete presión a Sabadell, BBVA y Santander",2020-09-07,"The merger of CaixaBank and Bankia puts pressure on Sabadell, BBVA and Santander"
Qué pueden esperar los accionistas de la fusión CaixaBank-Bankia,2020-09-05,What shareholders can expect from the CaixaBank-Bankia merger
"El Sabadell, en el centro de todas las quinielas",2020-09-05,"The Sabadell, in the center of all the quinielas"
"Sabadell, Unicaja y Liberbank lideran el rally del resto de los bancos",2020-09-04,"Sabadell, Unicaja and Liberbank lead the rally for the rest of the banks"
CaixaBank y Bankia: una posible fusión valiente y con sentido,2020-09-04,CaixaBank and Bankia: a possible courageous and meaningful merger
La unión de CaixaBank y Bankia: 750.000 accionistas implicados,2020-09-04,"The Union of CaixaBank and Bankia: 750,000 shareholders involved"
El Ibex recupera el 7.000 y el Nasdaq se desploma un 6%,2020-09-03,"Ibex recovers 7,000 and Nasdaq collapses 6%"
Sabadell logra una sobredemanda de siete veces en su debut en el mercado de bonos verdes,2020-09-02,Sabadell achieves a seven-time overcomplaint on his green bond market debut
"Las Bolsas tiran de los fondos, pero se frena la entrada de dinero nuevo",2020-09-02,"Stock Exchanges pull funds, but new money is slowed down"
La cartera de créditos problemáticos de la banca se dispara,2020-09-01,Bank’s portfolio of problematic credits skyrockets
Sabadell y Bankia buscan consejeras,2020-08-28,Sabadell and Bankia look for counselors
El Ibex pierde el 7.100 pese al apoyo de la Fed y los máximos de Wall Street,2020-08-27,"Ibex loses 7,100 despite Fed support and Wall Street peaks"
"El BCE, atento a las fusiones bancarias",2020-08-27,"The ECB, attentive to bank mergers"
Sabadell: BBVA y Telefónica abandonarán el Euro Stoxx 50,2020-08-26,Sabadell: BBVA and Telefónica will leave Euro Stoxx 50
Mutua y Bankinter apuestan por las sicav,2020-08-25,Mutua and Bankinter bet on sicav
Los banqueros españoles perderán este año 100 millones en bonus,2020-08-24,Spanish bankers will lose 100 million in bonus this year
Así es la estrategia financiera de Santander y BBVA,2020-08-21,This is the financial strategy of Santander and BBVA
El Ibex 35 pierde los 7.000 puntos ante el pesimismo económico de la Fed,2020-08-20,"Ibex 35 loses 7,000 points to Fed’s economic pessimism"
La banca española agudiza el ingenio para vender hipotecas tras la crisis del coronavirus,2020-08-16,Spanish banking sharpens the ingenuity to sell mortgages after the crisis of the coronavirus
¿Es momento de apostar por las fusiones en banca?,2020-08-15,Is it time to bet on bank mergers?
CaixaBank dispara su liquidez a máximos y se blinda contra la crisis,2020-08-13,CaixaBank shoots its liquidity to maximum and shields itself against the crisis
El Ibex encadena tres días de subidas y se queda a las puertas del 7.300,2020-08-12,"The Ibex chains three days of climbs and stays at the gates of the 7,300"
"Bankia, BBVA y Liberbank son los que más crecen por comisiones",2020-08-12,"Bankia, BBVA and Liberbank are the ones that grow the most by commissions"
El Ibex prorroga su rally alcista impulsado por el sector turístico y la banca,2020-08-11,The Ibex extends its bullish rally driven by the tourism and banking sector
La baja rentabilidad de la banca alienta las fusiones,2020-08-11,Low profitability of banks encourages mergers
Sabadell y Bankia igualan ya el crédito a empresas de 2019,2020-08-10,Sabadell and Bankia already equal the credit to companies of 2019
La crisis reduce un 72% el beneficio en España de la gran banca,2020-08-07,The crisis reduces the profit in Spain of the big bank by 72%
CaixaBank y BBVA crecen en depósitos y cuentas corrientes,2020-08-07,CaixaBank and BBVA grow in deposits and current accounts
¿Qué estrategia tiene la banca para ahorrar 500 millones de costes?,2020-08-06,What strategy does banking have to save 500 million costs?
